,report_text,source_name,Bioagressor,Disease
29,"etat sanitaire des cereales escourgeons - orges d'hiver
ces céréales ont dépassé le stade ""2 noeuds"" dans de nombreux secteurs. un éventuel traitement contre les maladies de. pied ne doit donc maintenant être envisagé que pour les cultures, en situation tardive.
les conditions climatiques restent très favorables à l'évol.ution de la rhynchosporiose et il importe d'être vigilant au cours des prochains jours. si une période sèche et un relèvement important des températures n'interviennent pas avant le début du gonflement des tiges, un traitement sera à réaliser pour assurer la protection des dernières feuilles, sur toutes les cultures présentant actuellement des taches fréquentes.
bien que les bmc aient une action sur la maladie, donner la préférence à des produits plus performants apportant avec cette matière active :
triadiméfon (bayléton)
triforine-manèbe (saprol m)
tridemorphe-manèbe (calixine m)
en 1977 le bmc + triadimefon a présenté .la meilleure efficacité.",AA_TC_Champagne-Ardenne_1978_009,0,1.0
32,"carpocapse des pommes et des poiresles conditions climatiques sont maintenant moins favorables à l'activité du carpocapse. toutefois, des pontes parfois nombreuses ont été déposées lors de la dernière période chaude. elles arrivent maintenant à éclosion. des pénétrations de jeunes chenilles sont donc à craindre actuellement.
comme nous l'avons signalé dans notre bulletin du 13 août, la protection des fruits doit être aussi parfaite que possible, l'activité des papillons du deuxième vol étant importante cette année.
en conséquence, dans tous les vergers où les pluies orageuses de ces derniers jours ont été suffisamment abondantes pour lessiver le dernier traitement, il y a lieu d'effectuer une nouvelle application dès que possible, en tenant compte des délais d'emploi des pesticides qui ont été précisés dans le bulletin technique n° 115 d'avril 1970.",AA_TC_Centre_1970_030,1,0.0
34,mildiou de la vigne il y a lieu de tenir compte des indications données dans notre bulletin du 13 août 1970.,AA_TC_Centre_1970_030,0,0.0
35,"pou de san joseles premières larves de la seconde génération ont été observées. en conséquence, un traitement devra être exécuté durant la semaine du 24 au 29 aoûte un deuxième traitement devra être appliqué au cours de la semaine du 7 au 12 septembre.
la pulvérisation devra être particulièrement soignée afin que les branches et les troncs soient bien couverts.
on pourra utiliser soit un oleoparathion, soi-c un parathion émulsion à la dose de 25 gr. de matière active par hectolitre.
ces traitements sont obligatoires dans toutes les communes faisant partie de la zone contaminée et de la zone de protection qui ont été définies par l'arrêté ministériel du 4 novembre 1958. les exploitants de pépinières et d'établissements d'horticulture, de vergers co'nmerciaux et de vergers d'amateurs, sont tenus de les effectuer.
ces traitements sont notifiés aux maires des communes intéressées.",AA_TC_Centre_1970_030,1,0.0
36,"araignees rouges - psyllon observe parfois des pullulations très importantes de ces ravageurs dans certains vergers.
il est donc conseillé d'être particulièrement attentif afin d'intervenir le cas échéant.",AA_TC_Centre_1970_030,1,0.0
37,teigne du poireau une activité assez importante de ce ravageur est observée actuellement. il est donc conseillé d'effectuer un traitement dans les prochains jours.,AA_TC_Centre_1970_030,1,0.0
38,"mildiou de la tomateles conditions climatiques actuelles deviennent très favorables au développement de cette maladie. le mildiou de la tomate rencontre fréquemment à l'automne des conditions climatiques favorables à son développement.)
il est donc conseillé d'effectuer un. traitement dès que possible et d'assurer une protection permanente des cultures jusqu'à la récolte en fonction des pluies ou des irrigations..",AA_TC_Centre_1970_030,0,1.0
40,12 juin 1987 n° de série continue 151 bulletin n° 17floraison de la vigne = sensibilite particuliere au mildiou et a l'oïdium flavescence doree a alba : traitement entre le 19 et le 24 juin,AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017,0,1.0
41,"vigne flavescence doree : bientôt le 1er traitement de saison
tordeuses de la grappe : intervenez si le seuil est dépassé
mildiou : 1er traitement juste avant le début de la floraison
oidium : poursuivez la protection
black-rot : début floraison : augmentation ' ' sensibilité de la grappe p3-4 : flavescence doree : plaquette coule à !] e 1et à conserver
floraison",AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017,0,1.0
43,"* dans la région d'alba, valvigneres, vogue, lussas, villeneuve-de-berg, st jean-le-centenier, lavilledieules traitements de saison contre la cicadelle vectrice doivent être aussi généralisés que possible. en effet, la présence du gros foyer constitue une lourde menace pour tout le vignoble de cette région.
prévoyez le 1er traitement entre le 19 et le 24 juin.",AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017,1,0.0
44,"* dans l'ensemble ju bas-vivarais :une prospection menée au cours de ces dernières semaines a montré la présence de Scaphoideus titanus dans une large partie du vignoble.
en labsence cú- mycoplasme d ,n\t de la maladie, cette cicadelle n'est pas dangereuse. cependant, la présence de la maladie dans le bas-vivarais doit inciter tous les viticulteurs à une vigilance particulière.
- dans les parcelles où des symptômes douteux ont été repérés en 1986, il serait prudent d'appliquer le programme de lutte de saison. en région précoce, le 1er traitement sera avancé de 4 ou 5 jours.
- ailleurs, observez vos vignes durant l'été et l'automne.",AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017,1,1.0
47,"tordeuse de la grappe -seuil : 200 glomérules pour 100 grappes
ce seuil est rarement atteint. toutefois, il peut être dépassé localement : observez. si un traitement est nécessaire, seuls les produits à action curative sont uti]iqahl(=»=;",AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017,0,0.0
48,"mildiou -1er traitement juste avant le début de floraison (rappel)
... c'est-a-dire des réception dans beaucoup de situations. on préférera un produit pénétrant ou systémique.",AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017,0,1.0
49,concours mildiou :recherchez les premiers foyers,AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017,0,1.0
50,"oidium -2eme traitement de base pendant la floraison
on pourra utiliser un soufre poudrage (20 à 30 kg/ha) pour favoriser la nouaison et assurer une bonne pénétration. sinon, il faut viser la zone des grappes.",AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017,0,1.0
51,"black-rai' -début floraison; début véraison = sensibilité particulière des grappes
dans les foyers habituels, maintenez la protection en visant les grappes.",AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017,0,0.0
52,colza stade : la majorité des parcelles est à un stade compris entre g 1 et g3.,AA_GC_Centre_1998_012,0,0.0
53,"charançons des siliques :on observe leur présence dans l'indre (le blanc, sassièrges st germain), le cher (rians), le loir et cher, l'eure et loir (brou), l'indre et loire. en général, ils sont peu nombreux dans les parcelles. il est nécessaire d'observer au cas par cas chaque parcelle, en particulier sur les bordures.
un traitement systématique n'est pas justifié : le seuil de 1 charançon des siliques pour 2 plantes est rarement atteint dans la plupart des situations. a suivre...",AA_GC_Centre_1998_012,0,0.0
54,pucerons cendrés :ils sont toujours signalés ; leur progression est liée à la hausse des températures qui sont encore fraîches pour le moment. a suivre...,AA_GC_Centre_1998_012,1,0.0
58,"cylindrosporiose :en quelques endroits on observe de nouvelles taches sur feuilles principalement (réclainville, 1escorpain 28). les premiers symptômes sur siliques sont vus à autrèche (37). a suivre...",AA_GC_Centre_1998_012,0,1.0
59,"pseudocercosporella :elle est observée j dans le secteur de beaumont la ronce (37).
le contrôle de ces maladies se fait par le fongicide appliqué pour la lutte contre le sclerotinia.",AA_GC_Centre_1998_012,0,1.0
60,observation sur feuillage de base :le phoma est en pleine activité et progresse sensiblement. le mildiou est aussi observé dans l'indre et loire et dans le loiret. ces maladies n'ont plus d'incidence grave sur la culture maintenant. le botrytis continue à s ' installer sur des blessures ou sur des parties sénescentes de la plante.,AA_GC_Centre_1998_012,0,1.0
61,"sitones :les sitones ont attaqué les feuilles 5-6 dans de nombreuses parcelles. la fréquence des morsures est faible. les pois ont atteint le stade 6 feuilles ou 10 cm à partir duquel leur vulnérabilité aux sitones est faible. ne plus intervenir.
pour information :",AA_GC_Centre_1998_012,0,0.0
62,"pucerons :quelques individus sont observés dans le loiret et dans l'indre et loire. la tour à succion de fleury les aubrais enregistre quelques captures de divers pucerons, ce qui correspond au tout début ge vol. a suivre
journée phyto-mieux vendredi 15 mai 98.",AA_GC_Centre_1998_012,1,0.0
63,colza suivre le sclérotinia.,AA_GC_Centre_1998_012,0,1.0
64,blé septoriose risques confirmés. rouille brune dans l'indre et loire.,AA_GC_Centre_1998_012,0,1.0
65,orge d'hiver traiter à dose pleine.,AA_GC_Centre_1998_012,0,1.0
66,"maïs carte de la situation de la pyrale à l'automne 1997.
avec les températures en hausse.",AA_GC_Centre_1998_012,1,
67,"taches sur feuillage :de petites taches plus ou moins translucides au centre, limitées par une bordure marron, cerclées d'un halo jaune, sont observées à divers niveaux du feuillage dans des parcelles de champseru (28) et de verdes (41). ces symptômes ne sont pas caractéristiques de l'anthracnose, ils peuvent faire penser à des impacts d'herbicides de rattrapage ou des piqûres d'insectes.
suivre l'évolution de ces symptômes car l'anthracnose est signalée sur pois d'hiver dans le loir et cher.",AA_GC_Centre_1998_012,0,1.0
68,"orge d'hiver stade : dernière feuille étalée, sorties des barbes dans l'indre, l'indre et loire, le cher.",AA_GC_Centre_1998_012,0,0.0
69,"maladies foliaires dans les parcelles non traitées, la progression de l'helminthosporiose et de la rhynchosporiose est sensible sur f2 définitive (chuelles45). la rouille dans l'indreet loire est en progression sensible. la dernière feuille peut être atteinte.
traiter à dose pleine ! compte tenu des risques de développement des maladies et du potentiel installé, la réduction des doses n'est pas opportune pour assurer la fin de culture.",AA_GC_Centre_1998_012,0,1.0
71,"pour informationle début d'activité des insectes est enregistré ici et là . les observations sont à poursuivre. lema : ils sont observés à montargis(45), à chartres(28), à bouman et à beaumont la ronce(37), à luçay le mâle (36) pucerons : première observation de sitobion avenae à verneuil dans l'indre et loire.
mineuses : vues à boisgasson (28) limaces : les populations sont très importantes dans le boischaut du cher.",AA_GC_Centre_1998_012,1,0.0
74,"oïdium :il ne régresse pas, le temps orageux est favorable à un redémarrage dans certains secteurs de l'indre et loire. par contre il est ""lavé"" dans le cher suite aux orages de la semaine dernière.
le contrôle de cette maladie est à prendre en compte dans les interventions fongicides contre la septoriose, avec un complément spécifique anti-oïdium si cela est nécessaire selon le fongicide employé, le niveau d'attaque de l'oïdium et la sensibilité de la variété.",AA_GC_Centre_1998_012,0,1.0
75,rouille brune :les conditions climatiques sont favorables à sa multiplication. elle est fréquente sur f4 f3 dans le sud de l'indre et loire. le caractère explosif de cette maladie est à redouter. a surveiller particulièrement avec la reprise des températures douces.,AA_GC_Centre_1998_012,0,1.0
79,"mildiou -de nombreux nouveaux foyers ont été découverts dans l'ensemble de la vallée du rhône et plus particulièrement à camaret dans le vaucluse où des attaques sur grappes sont constatées ainsi que dans le sud drôme .
autres foyers avec quelques taches : bourg-st-andéol, pont-st-esprit, grillon, suze-la-rousse, vaison-la-romaine, mirabel-aux-baronnies, montbrison-sur-lez, vacqueyras, châteauneuf-du-pape,mazan, avignon, cadenet, la-motte-d'aigues, la-tour-d'aigues, st-martin-de-la-brasque, graveson, montfort- sur-argens,le-cannet-des-maures, piolenc, puyvert .
d'autres foyers existent certainement à l'est des bouches-du-rhône dans le centre et le nord-ouest du var .
j en conséquence : ^
1. en présence de foyer grave renouveler les traitements à 7 jours de préférence avec un curzate ou un phoséthyl al (si on a commencé la protection avec ce produit) .eviter acylon, caltan, vamin sur ces foyers pour ne pas sélectionner les races résistantes
2. partout ailleurs, renouveler les traitements à la cadence adaptée au produit
les grappes étant particulièrement sensibles actuellement, on soignera la protection en les visant le plus possible .",AA_TC-PACA_1983_016,0,1.0
80,"black-rot -un foyer a été découvert à bourg-st-andéol, ce qui laisse supposer que la maladie peut progresser dans la vallée du rhône .nous signaler toute tache suspecte (tache brune d'un centimètre de diamètre limitée par un liseré plus foncé et ponctuées de petits points noirs) .",AA_TC-PACA_1983_016,0,1.0
81,"oidium -foyers importants sur carignan partout dans notre région et plus particulièrement dans l'appellation bandol, basse vallée du gapeau; sur ce cépage, le nombre de soufrages doit être plus important que dans le programme classique quand on se trouve près des parcelles mal traitées.
sur tous cépages on soignera particulièrement le soufrage de floraison ou les traitements avec bouillies aux abords de la floraison .",AA_TC-PACA_1983_016,0,1.0
83,"tordeuses de la grappe -a la floraison surveiller le nombre de glomérules .
le seuil est atteint dans les parcelles habituellement très infestées de châteauneuf-du-pape. ailleurs,les niveaux sont plus faibles .",AA_TC-PACA_1983_016,1,0.0
85,"carpocapse des pommes et des poires -en situations précoce et moyenne, attention aux attaques souvent plus fortes en fin de vol (mi-juin) surtout en vergers habituellement atteints et portant une faible récolte .
au-dessus de 500 m., d'altitude, le premier traitement larvicide interviendra à partir des 10-11 juin en vergers les plus exposés .",AA_TC-PACA_1983_016,1,0.0
86,"tordeuse de la pelure (pandemis heparana) -uniquement dans les vergers ayant eu des dégâts ce printemps (pousses)ou en été 1982 (fruits) et surtout si aucun traitement n'a été effectué cette année, on interviendra dès réception avec méthomyl, également efficace sur pucerons et carpocapse .",AA_TC-PACA_1983_016,1,0.0
87,rugosite -il est rappelé que la période de sensibilité maximum à la rugosité sur pommes golden délicious cesse six semaines après la floraison .,AA_TC-PACA_1983_016,0,1.0
88,"carpocapse des prunes -dans les vergers à prunes tardives et sensibles à ce ravageur, on renouvellera le traitement avant le 15 juin seulement dans les parcelles où des dégâts sont observés .",AA_TC-PACA_1983_016,1,0.0
89,"tordeuse orientale du pecher -une reprise des captures s'amorce dans la plupart des régions .pour la protection des fruits 3 traitements peuvent être nécessaires .ils s'effectueront 40 jours, 28 jours et 16 jours avant récolte, soit à 12 jours d'intervalle avec l'un des produits suivants (en grammes de matière active par hectolitre) :
jusqu'à 15 jours avant récolte : azinphos éthyl et méthyl = 40 (nombreuses spécialités), fénitrothion = 50 (nombreuses spécialités), méthidathion = 40 (ultracide), phosalone = 60 (azofène, zolone) .
jusqu'à 7 jours avant récolte : carbaryl = 120 (nombreuses spécialités), méthomyl = 62,5 (lannate), mévinphos = 50 (nombreuses spécialités) .
jusqu'à 5 jours avant récolte : dichlorvos = 120 (nombreuses spécialités) .
sans délai avant récolte : deltaméthrine = 1,75 (décis), fenvalérate = 7,50 (sumicidin) .
les produits utilisables à moins de 15 jours avant récolte devront être employés si l'on craint une attaque, entre le 16 ème jour et la cueillette .ce peut être le cas notamment des fruits récoltés avant le 1er juillet, si l'on a observé des dégâts sur pousses en première génération .",AA_TC-PACA_1983_016,1,0.0
90,"mouche de la cerise -appliquer et renouveler les traitements comme indiqué dans notre bulletin du 17 mai .
au-dessus de 500 m. d'altitude (zone la plus tardive) attendre un avis ultérieur .
en cas d'exportation aucune présence d'asticots n'est tolérée pour les cerises de bouche .
toutes especes fruitieres",AA_TC-PACA_1983_016,1,0.0
91,acariens - pucerons -surveiller leur présence et intervenir si nécessaire .,AA_TC-PACA_1983_016,1,0.0
92,"delai des traitements avant recolte -nous rappelons que l'usage des matières actives suivantes est interdit sur arbres fruitiers :
- à moins de 42 jours de la récolte : monocrotophos (azodrin, nuvacron) .
- à moins de 30 jours de la récolte : amitraze (maitac, tudy),azocyclotin (péropal), cyhexatin (mitacid, plictran),dialiphos (torak), diflubenzuron (dimilin),.vamidothion (kilval, sépaphid) .
- à moins de 21 jours de la récolte : acéphate (orthène), binapacryl (ambox), déméton-s-méthyl sulfone (gusathion ms), fenpropathrin (danitol) méthamidophos (tamaron, orthotox), ométhoate (folimate), oxydéméton méthyl (anthonox, métasystémox), phosphamidon (dimécron), pyrimicarbe (pirimor), propargite (omite) .
t ces produits sont à utiliser à la dose homologuée pour éviter tout résidu
les marchés ou avant les exportations par le service de la repression des fraudes
toute augmentation de la dose homologuée augmente également le délai de traitement avant récolte .",AA_TC-PACA_1983_016,0,0.0
95,mouche de la carotte -vol nui .,AA_TC-PACA_1983_016,1,0.0
96,"mouche du chou sur navets -effectuer un nouveau traitement aux alentours du 10 juin.
ne pas traiter les navets récoltés avant le 25 juin.",AA_TC-PACA_1983_016,1,0.0
97,acariens sur aubergines -on observe fréquemment des pullulations importantes de ce ravageur. intervenir avec un acaricide spécifique mais éviter toute spécialité à base de dicofol .,AA_TC-PACA_1983_016,1,0.0
98,"pesticides homologués ou en autorisation provisoire de vente au 1er janvier 1972utilisables contre les ennemis des cultures mentionnés ci-dessous
les pesticides homologues sont suivis de leur dose d'emploi exprimée, sauf indications contraires, en grammes de matière active par hectolitre d'eau. en ce qui concerne les poudrages, les doses sont indiquées, en grammes de matière active par hectare, pour les cultures annuelles seulement.
les pesticides en autorisation provisoire de vente sont précédés d'un astérisque.",AA_TC_Auvergne_Limousin_1972_009,0,0.0
99,a. - arbres fruitiers,AA_TC_Auvergne_Limousin_1972_009,0,0.0
100,"1. — ravageurs animauxanthonome du pommier :
lindane : 12 g
méthoxychlore : 100 g
anthonome du poirier :
lindane: : 12 g
méthoxychlore: 100 g
carpocapse des pommes et des poires :
arséniate de plomb : 80 g d'arsenic
azinphos éthyl et méthyl : 40 g
carbaryl: 75 g
* dialifor
diazinon : 30 g
diéthion : 100 g
diméthoate : 50 g
fénitrothion : 50 g
fenthion : 50 g
* formétanate
formothion : 50 g
malathion : 75 g
méthoxychlore : 125 g
méthidathion : 30 g
* ométhoate
parathion éthyl : 25 g
parathion méthyl : 30 g
phosalone : 60 g
phosmet : 50 g
phosphamidon : 40 g
tordeuse orientale du pêcher :
azinphos éthyl et méthyl : 40 g
carbaryl: 120 g
fénitrothion : 50 g
méthidathion : 40 g
mévinphos : 50 g
parathion éthyl et méthyl : 25 g
phosalone : 60 g
pucerons :
azinphos éthyl et méthyl : 40 g
bromophos : 50 g
carbophénothion : 45 g
* dialifor
diazinon: 25 g
diéthion: 100 g
diméthoate : 30 g
* dioxacarbe (puceron vert du pêcher)
endosulfan : 60 g
endothion : 50 g
fénitrothion : 50 g
fenthion : 75 g
formothion : 40 g
isolane : 10 g
lindane : 30 g
malathion : 75 g
méthidathion : 30 g
méthomyl : 50 g
mévinphos : 50 g
* monocrotophos (puceron vert du pommier)
naled : 100 g
nichlorfos: 50 g
nicotine: 150 g
ométhoate : 60 g
oxydéméton méthyl : 25 g
parathion éthyl : 20 g
parathion méthyl : 30 g
phosalone : 60 g
phosphamidon : 20 g
pirimicarb : 37,5 g
prothoate : 30 g
vamidothion : 50 g
acariens (1) : - }
esters phosphoriques de contact
azinphos éthyl et méthyl : 40 g
carbophénothion : 45 g
* dialifor
diazinon: 25 g
diéthion: 100 g
malathion: 75 g
méthidathion : 40 g
parathion éthyl : 25 g
parathion méthyl : 30 g
phenkapton : 30 g
phosalone : 60 g
prothoate : 30 g
esters phosphoriques systémiques
diméthoate : 30 g
formothion : 40 g
* ométhoate
oxydéméton méthyl : 25 g
vamidothion : 50 g
acaricides spécifiques
sulfones et sulfonates :
chlorbenside : 50 g
chlorofénizon : 50 g —
fénizon : 50 g
* propargil
tétradifon : 16 g
* tétrasul
composés chlorés
* bromopropylate
dicofol : 50 g
dérivé du benzène
binapacryl : 50 g
quinoxaline
chinométhionate : 12,5 g
thioquinox : 37,5 g
formamidine
* chlorphénamidine
divers 8
chlorfénéthol + chlorfensulfide :
37,5 g + 37,5 g
* chlorphénamidine + formétanate
dioxathion + fénizon : 25 g + 50 g
* fénazaflor (pommier seulement)
* hydroxyde de tricyclohexylétain
* mercaptodiméthur
mouche méditerranéenne des fruits :
diéthyldiphényldichloréthane : 175 g
diméthoate: 30 g
endothion : 50 g
fenthion : 50 g
formothion : 37,5 g
malathion: 100 g a
méthoxychlore : 250 ug
trichlorfon: 100 g
mouche de la cerise :
diazinon : 30 g
diméthoate : 30 g
endothion : 50 g
fenthion : 50 g
formothion :50 g
oléoparathions : 20 g
mouche de l'olive ;
diazinon: 30 g
diméthoate: 30 g
endothion : 50 g
* fenthion
formothion : 40 g
phosphamidon : 30 g",AA_TC_Auvergne_Limousin_1972_009,0,0.0
